Title,Note,URL,Tags,Comment
Cakenhagen Vesterbrogade,,https://www.google.com/maps/place/Cakenhagen+Vesterbrogade/data=!4m2!3m1!1s0x4652536a1363f95b:0x6e5ec14d6e846534,,
Cantina,,https://www.google.com/maps/place/Cantina/data=!4m2!3m1!1s0x46525319b69b8335:0x83000c75518a7477,,
cleo,,https://www.google.com/maps/place/cleo/data=!4m2!3m1!1s0x4652537f0dbd37ef:0xdddb9dd6c67367bd,,
Coffee Collective,,https://www.google.com/maps/place/Coffee+Collective+Godth%C3%A5bsvej/data=!4m2!3m1!1s0x465253ad94236fed:0x2958fa62b6290d9a,,
Collective Bakery,,https://www.google.com/maps/place/Collective+Bakery/data=!4m2!3m1!1s0x4652537daeda7453:0x4b4a8ef15339e121,,
Conditori La Glace,,https://www.google.com/maps/place/Conditori+La+Glace/data=!4m2!3m1!1s0x46525311adf13159:0x71dd10b224c56a51,,
Copenhagen Contemporary,,https://www.google.com/maps/place/Copenhagen+Contemporary/data=!4m2!3m1!1s0x4652533b4ae238fd:0x55309cfc552be410,,
HANS Coffee,,https://www.google.com/maps/place/CUB+Coffee+Bar+Boldhusgade/data=!4m2!3m1!1s0x46525316fa3faa25:0xc19c249d461adf1a,,
DAC Café,,https://www.google.com/maps/place/DAC+Caf%C3%A9/data=!4m2!3m1!1s0x46525388e532c0cd:0x9e580fe4605d3603,,
Dahl & Dahl,,https://www.google.com/maps/place/Dahl+%26+Dahl/data=!4m2!3m1!1s0x465253188ed6c64d:0xfe34673303f2ed12,,
Damhuskanten,,https://www.google.com/maps/place/Damhuskanten/data=!4m2!3m1!1s0x465251678c4dd39d:0x1e2d14487fa3fd4b,,
Daniali & Schiøtz,,https://www.google.com/maps/place/Daniali+%26+Schi%C3%B8tz+Bageri/data=!4m2!3m1!1s0x465253bb0c39fbc9:0xd8893949ef4fd779,,
Darcy’s Kaffe,,https://www.google.com/maps/place/Darcy%E2%80%99s+Kaffe/data=!4m2!3m1!1s0x465253a14fb73023:0xd41a80b6eb1d16c7,,
Det Franske Konditori,,https://www.google.com/maps/place/Det+Franske+Konditori/data=!4m2!3m1!1s0x465253a6f108ad7d:0xa951017679515b2f,,
Det Vide Hus,,https://www.google.com/maps/place/Det+Vide+Hus/data=!4m2!3m1!1s0x4652531adea3191b:0x2f43ebc7bc1a76e7,,
Dilemma Vinbar,,https://www.google.com/maps/place/Dilemma+Vinbar/data=!4m2!3m1!1s0x4652537a51328677:0x8bf70cff6aaf339f,,
DILLON,,https://www.google.com/maps/place/DILLON/data=!4m2!3m1!1s0x46525306067ca7f5:0x47aaf7dcb857086f,,
District Tonkin,,https://www.google.com/maps/place/District+Tonkin/data=!4m2!3m1!1s0x465253188cc24577:0xb19ab2ee771817,,
Dronning Louises Tehus,,https://www.google.com/maps/place/Dronning+Louises+Tehus/data=!4m2!3m1!1s0x46524dec40000001:0x904f36ab1bc67831,,
Empire Cinema,,https://www.google.com/maps/place/Empire+Cinema/data=!4m2!3m1!1s0x465253aafc260e13:0x551d83ab11eff35b,,
Enghave Plads 9,,https://www.google.com/maps/place/Enghave+Plads+9/data=!4m2!3m1!1s0x465253ed5f40027d:0xab8bd7d724876095,,
Enomania,,https://www.google.com/maps/place/Enomania/data=!4m2!3m1!1s0x46525397686e0f63:0x4d15f0a1a5bde6b0,,
Fanico,,https://www.google.com/maps/place/Fanico/data=!4m2!3m1!1s0x46525370e404f063:0xe09aa36807cc9dac,,
Fleisch,,https://www.google.com/maps/place/Fleisch/data=!4m2!3m1!1s0x465253739d0f18bf:0x41ae9faa65d7a9e3,,
Flere Fugle,,https://www.google.com/maps/place/Flere+Fugle/data=!4m2!3m1!1s0x465253d689f1f72f:0xed86676cfdfeb8ff,,
Frenchy,,https://www.google.com/maps/place/Frenchy/data=!4m2!3m1!1s0x4652533dc224304b:0x6ee762670ccda854,,
Fuego,,https://www.google.com/maps/place/Fuego/data=!4m2!3m1!1s0x4652533d12c96351:0xbc49a3e00036e1a9,,
Gamma Bar,,https://www.google.com/maps/place/Gamma+Bar+NV/data=!4m2!3m1!1s0x465253170c834455:0x6fc5cf281605b677,,
Gasoline Grill,,https://www.google.com/maps/place/Gasoline+Grill/data=!4m2!3m1!1s0x46525319a9ee66e1:0xb6850b6a3fa2148a,,
Goldie,,https://www.google.com/maps/place/Goldie/data=!4m2!3m1!1s0x465253c3f58332c9:0xfc9734394d2af25c,,
Gorda,,https://www.google.com/maps/place/Gorda/data=!4m2!3m1!1s0x46525347fbb9c939:0x965756790e10c452,,
Green Room/Scandic,,https://www.google.com/maps/place/Green+Room+Restaurant+%26+Bar/data=!4m2!3m1!1s0x4652536213496dab:0x32512d9ccff2765a,,
Hanzo,,https://www.google.com/maps/place/Hanzo+Frederiksberg/data=!4m2!3m1!1s0x465253ce336d5ced:0xc02190792c521c72,,
Hart,,https://maps.app.goo.gl/UgWj9Crsg7sYytLf6?g_st=ic,,
Hart,,https://www.google.com/maps/place/Hart/data=!4m2!3m1!1s0x4652530030fd8f4f:0x990da25bc38605ec,,
Hart,,https://www.google.com/maps/place/Hart/data=!4m2!3m1!1s0x465253b36c793463:0x34b60e6a98842084,,
HIAN,,https://www.google.com/maps/place/HIAN+-+Vietnamese+Eatery+and+Drinks/data=!4m2!3m1!1s0x46525334e6364507:0xbaa7db9ebb76e59e,,
Homeland,,https://www.google.com/maps/place/Homeland+Brasserie+%26+Caf%C3%A9/data=!4m2!3m1!1s0x465253b45d08cfeb:0x272710a0ded70443,,
Hongs Special Dim Sum Bar,,https://www.google.com/maps/place/Hongs+Special+Dim+Sum+Bar+%E5%93%81%E7%B2%A4%E5%B1%85+%E7%82%B9%E5%BF%83+%E5%93%A5%E6%9C%AC%E5%93%88%E6%A0%B9/data=!4m2!3m1!1s0x46525339d2548d7d:0x2b0c637fb48e6b8c,,
Høst,,https://www.google.com/maps/place/H%C3%B8st/data=!4m2!3m1!1s0x46525305ed0b0f45:0x9842c5cc03aa6e55,,
Impact Roasters,,https://www.google.com/maps/place/Impact+Roasters/data=!4m2!3m1!1s0x4652534d1f3618c7:0xef5fd492abb95000,,
io いほ,,https://www.google.com/maps/place/io+%E3%81%84%E3%81%BB/data=!4m2!3m1!1s0x465253fc60a5685f:0xc23aa7bc1d18dd7,,
Ipsen & Co,,https://www.google.com/maps/place/Ipsen+%26+Co/data=!4m2!3m1!1s0x465253a2297df8ab:0x5913001be8a22239,,
Ismageriet,,https://www.google.com/maps/place/Ismageriet/data=!4m2!3m1!1s0x465253bff8d7cdb5:0x22a64338cf4e1b96,,
Ismageriet,,https://www.google.com/maps/place/Ismageriet/data=!4m2!3m1!1s0x465254b1b823aab5:0xefd2f5dea6643952,,
Istid,,https://www.google.com/maps/place/Istid/data=!4m2!3m1!1s0x465253ad947c30f1:0xd1ef3229d55a79d5,,
Judie,,https://www.google.com/maps/place/Judie/data=!4m2!3m1!1s0x465253bf46c2d5bd:0x387f06f8005cd884,,
Juno,,https://www.google.com/maps/place/Juno+the+bakery/data=!4m2!3m1!1s0x465252f035a89c17:0x11c1cda65903316,,
Ka'nalu,,https://www.google.com/maps/place/Ka'nalu+Cafe/data=!4m2!3m1!1s0x4652564b38b43f8f:0xe7478822fb7d2cff,,
Kadeau,,https://www.google.com/maps/place/Kadeau/data=!4m2!3m1!1s0x4652539931768ed5:0xf58758d8147839b8,,
Kappo Ando,,https://www.google.com/maps/place/Kappo+Ando/data=!4m2!3m1!1s0x465253926f350b8f:0xa7c03bf2943906d3,,
Kind Of Blue,,https://www.google.com/maps/place/Kind+Of+Blue/data=!4m2!3m1!1s0x46525300d73cc1ad:0xffe60ef7e5f8fe6d,,
Kissa,,https://www.google.com/maps/place/Kissa/data=!4m2!3m1!1s0x465253004f3d53af:0x5ec837862098a9f6,,
KU.BE,,https://www.google.com/maps/place/KU.BE/data=!4m2!3m1!1s0x465253c4aaff96db:0xb57528b2ddb703c5,,
Kung Fu,,https://www.google.com/maps/place/Kung+Fu+Restaurant+%26+Izakaya+Ramen+Bar/data=!4m2!3m1!1s0x46525300d7aa0263:0x23663f9fb462619f,,
Københavns Bageri,,https://www.google.com/maps/place/K%C3%B8benhavns+Bageri/data=!4m2!3m1!1s0x4652532c32841b61:0x289933757748ada0,,
Københavns Toldbod,,https://www.google.com/maps/place/K%C3%B8benhavns+Toldbod/data=!4m2!3m1!1s0x46525320a2f39d8b:0x133478b9f8d51c59,,
Kødbyens Fiskebar,,https://www.google.com/maps/place/K%C3%B8dbyens+Fiskebar/data=!4m2!3m1!1s0x46525373be55afe9:0xfd964541f10941ef,,
Kølsters Tolv Haner,,https://www.google.com/maps/place/K%C3%B8lsters+Tolv+Haner/data=!4m2!3m1!1s0x465253aee1108fab:0x5b39eca27b06d5a2,,
La Banchina,,https://www.google.com/maps/place/La+Banchina/data=!4m2!3m1!1s0x465252d7e174647b:0x4b04e382875aca3e,,
La Cabra,,https://www.google.com/maps/place/La+Cabra/data=!4m2!3m1!1s0x4652531be6ee4763:0x5ed8f336225d6b3b,,
La Cabra,,https://www.google.com/maps/place/La+Cabra/data=!4m2!3m1!1s0x46525314a7b7ede7:0x3a4a1e0f4b65854f,,
Le Kaff,,https://www.google.com/maps/place/Le+Kaff/data=!4m2!3m1!1s0x4653acb831e73da9:0xb41ed5406e8e3eda,,
Leckerbaer,,https://www.google.com/maps/place/Leckerbaer/data=!4m2!3m1!1s0x465252fc9a472a3b:0x1c69782f50b04f89,,
Les Trois Cochons,,https://www.google.com/maps/place/Les+Trois+Cochons/data=!4m2!3m1!1s0x465253a010351c9b:0x73bb746f9a137a3e,,
Lille Fugl,,"https://www.google.com/maps/place/Lille+Fugl/@55.6776042,12.5750831,16z/data=!3m1!4b1!4m6!3m5!1s0x465253007cc1c445:0x553596ebef4bd015!8m2!3d55.6776012!4d12.5776634!16s%2Fg%2F11vjrp6rdd?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D",,
Lille Petra,,https://www.google.com/maps/place/Lille+Petra/data=!4m2!3m1!1s0x4652530c1e16c0cb:0x2cd85a831121afb0,,
Louisiana,,https://www.google.com/maps/place/Louisiana+Museum+of+Modern+Art/data=!4m2!3m1!1s0x46523707c3549aab:0x6a2fb944af11904e,,
Madklubben,,https://www.google.com/maps/place/Madklubben+Frederiksberg/data=!4m2!3m1!1s0x465253bb8cda27fb:0x8ac757a0a1b1a88f,,
Magasasa,,https://www.google.com/maps/place/Magasasa+Dim+Sum+%26+Cocktails/data=!4m2!3m1!1s0x46525373dcd5aafd:0x33c9d1e00e2957,,
Maison d'Angleterre,,https://www.google.com/maps/place/Maison+d'Angleterre/data=!4m2!3m1!1s0x46525300f88a9071:0x4b7db35f3b5ec14b,,
Manon Les Suites,,https://www.google.com/maps/place/Manon+Les+Suites/data=!4m2!3m1!1s0x46525308d8b7d82f:0x58d26dfb640f0041,,
Meyers Bageri,,https://www.google.com/maps/place/Meyers+Bageri/data=!4m2!3m1!1s0x465253ad95201c67:0x5a4372488f3002af,,
Mikkeller Bar,,https://www.google.com/maps/place/Mikkeller+Bar/data=\!4m2\!3m1\!1s0x46525374b2df023b:0xd76b2a988415e3b,,
Mikkeller & Friends,,https://www.google.com/maps/place/Mikkeller+%26+Friends/data=!4m2!3m1!1s0x465253b29700c4a5:0x1ad4782463fae099,,
Nebbiolo,,https://www.google.com/maps/place/Nebbiolo+Winebar/data=!4m2!3m1!1s0x46525322a484b8db:0xd5a201e9403a0047,,
NENI/25h,,https://www.google.com/maps/place/NENI+Copenhagen/data=!4m2!3m1!1s0x46525308a55bdd09:0xb6ed5ef86613d3cd,,
Next House,,https://www.google.com/maps/place/Next+House+Copenhagen/data=!4m2!3m1!1s0x465253be1c89025f:0x2d7604e0bc12d724,,
Noma,,https://www.google.com/maps/place/Noma/data=!4m2!3m1!1s0x4652533b679080a5:0x42eaecc5eb37e114,,
OMAR,,https://www.google.com/maps/place/OMAR/data=!4m2!3m1!1s0x46525254c476dc27:0xd0212e0a3c02acb3,,
Original Coffee,,"https://www.google.com/maps/place/Original+Coffee+Illum+Rooftop/@55.6776042,12.5750831,16z/data=!4m14!1m7!3m6!1s0x465253007cc1c445:0x553596ebef4bd015!2sLille+Fugl!8m2!3d55.6776012!4d12.5776634!16s%2Fg%2F11vjrp6rdd!3m5!1s0x4652531738efffff:0xa5889022ec6d94c4!8m2!3d55.679095!4d12.579869!16s%2Fg%2F11wgrpbppf?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D",,
Paloma,,https://www.google.com/maps/place/Paloma/data=!4m2!3m1!1s0x465253ab17a4f6f3:0x351ce783a5f82cb4,,
Paté Paté,,https://www.google.com/maps/place/Pat%C3%A9+Pat%C3%A9/data=!4m2!3m1!1s0x46525373829a0b59:0x8878eeb558b5bcc4,,
Pauli,,https://www.google.com/maps/place/Pauli/data=!4m2!3m1!1s0x4652533d6ca7f7bb:0x1f07d699b2a949e4,,
Perron,,https://www.google.com/maps/place/Perron/data=!4m2!3m1!1s0x46525374332fc119:0xb6a2e77f1147712e,,
Pinden Bar,,https://www.google.com/maps/place/Pinden+Bar/data=!4m2!3m1!1s0x4652530ce5e2190f:0x97f491638c65edc4,,
POPL Burger,,https://www.google.com/maps/place/POPL+Burger/data=!4m2!3m1!1s0x4652531d844fec25:0x2c8bd5cba93ff412,,
Poulette,,https://www.google.com/maps/place/Poulette/data=!4m2!3m1!1s0x4652530e4aadfd59:0x8acb0aec1fb999e5,,
Propaganda,,https://www.google.com/maps/place/Propaganda+Kitchen+%26+Wine/data=!4m2!3m1!1s0x465253f4f79be187:0xaf2114d6b51cbf20,,
Pulp bar,,https://www.google.com/maps/place/Pulp+bar/data=!4m2!3m1!1s0x465253ab515d5365:0xc291f1e6c2701412,,
Rebel,,https://www.google.com/maps/place/Rebel/data=!4m2!3m1!1s0x46525318ed96dea7:0x34760d4128185a37,,
Reffen,,https://www.google.com/maps/place/Reffen+-+Copenhagen+Street+Food/data=!4m2!3m1!1s0x465252d76903d127:0xdce7be4eb8549aa0,,
Gemini,,https://www.google.com/maps/place/Restaurant+Gemini/data=!4m2!3m1!1s0x465253d2dd8ed8a9:0x4633250a75aef71a,,
Juju,,https://www.google.com/maps/place/Restaurant+Juju/data=!4m2!3m1!1s0x4652532d1ffda0c7:0x28c5e36476181f37,,
Mielcke & Hurtigkarl,,https://www.google.com/maps/place/Restaurant+Mielcke+%26+Hurtigkarl/data=!4m2!3m1!1s0x465253bd7d8b75bd:0xc046592bf85ceaca,,
Nagoya/Hufu,,https://www.google.com/maps/place/Restaurant+Nagoya/data=!4m2!3m1!1s0x4652530323898399:0xae656db8f82cbf7a,,
Radio,,https://www.google.com/maps/place/Restaurant+Radio/data=!4m2!3m1!1s0x465253a78dc6a977:0x853407e553a7eafe,,
Væksthuset,,https://www.google.com/maps/place/Restaurant+V%C3%A6ksthuset/data=!4m2!3m1!1s0x46525306cb70476f:0x76b4d28694e5616f,,
Retour Steak,,https://www.google.com/maps/place/Retour+Steak+Vesterbro/data=!4m2!3m1!1s0x4652530c852f7501:0x50f69f404787665a,,
Rist,,https://www.google.com/maps/place/Rist/data=!4m2!3m1!1s0x465253a0049e31ad:0xebf42b2d986d8455,,
Riviera,,https://www.google.com/maps/place/Riviera/data=!4m2!3m1!1s0x4652536bbaa4ac13:0x34e841e7c3cc40fb,,
ROAST Coffee,,https://www.google.com/maps/place/ROAST+Coffee/data=!4m2!3m1!1s0x4652536aee25278d:0xcb7b34ee823a5849,,
Rondo,,https://www.google.com/maps/place/Rondo/data=!4m2!3m1!1s0x4652537ae0a512b3:0x72b66bc2215f7ca4,,
Rufino Osteria,,https://www.google.com/maps/place/Rufino+Osteria/data=!4m2!3m1!1s0x4652533e8a09277f:0xaef32cbb2b47510f,,
Rug Bakery,,https://www.google.com/maps/place/Rug+Bakery/data=!4m2!3m1!1s0x46525359463436c3:0x9c0a400a20eca83e,,
San Marco JUNIOR,,https://www.google.com/maps/place/San+Marco+JUNIOR/data=!4m2!3m1!1s0x465253bc8e511a85:0x47c403042c66e17c,,
Sidecar,,https://www.google.com/maps/place/Sidecar/data=!4m2!3m1!1s0x465253a92aa9b74d:0xd18e88bb0537695a,,
Sinne gas bageri,,https://www.google.com/maps/place/Sinne+gas+bageri/data=!4m2!3m1!1s0x465253e902130051:0x3f6f375e56801295,,
Skipper Bageri,,https://www.google.com/maps/place/Skipper+Bageri/data=!4m2!3m1!1s0x465253da34838ac5:0xab3822dff8c8f5fa,,
Skodsborg Spa Hotel,,https://www.google.com/maps/place/Skodsborg+Spa+Hotel/data=!4m2!3m1!1s0x46524c0faebbb323:0x6892f8b47044496c,,
Slowburn Brewing Co-op,,https://www.google.com/maps/place/Slowburn+Brewing+Co-op/data=!4m2!3m1!1s0x4652574f16779c53:0x3c5bd003e259e459,,
Social Foodies,,"https://www.google.com/maps/place/Social+Foodies,+Vedb%C3%A6k/data=!4m2!3m1!1s0x46524be018975609:0x5a14fd9f5f0c9bee",,
Sonny,,https://www.google.com/maps/place/Sonny/data=!4m2!3m1!1s0x4652532b33d70543:0x5c915e699a2e5377,,
Spiseloppen,,https://www.google.com/maps/place/Spiseloppen/data=!4m2!3m1!1s0x4652533963ed387f:0xc7782eaad0829db4,,
SSAM,,https://www.google.com/maps/place/SSAM/data=!4m2!3m1!1s0x4652530cc47b16d1:0x92bbd0496f8527ef,,
Sticks'n'Sushi,,https://www.google.com/maps/place/Sticks'n'Sushi/data=!4m2!3m1!1s0x4652536de2ad6529:0x3da6cd8e4066e59a,,
Sticks'n'Sushi,,https://www.google.com/maps/place/Sticks'n'Sushi+Frederiksberg/data=!4m2!3m1!1s0x465253a23507e78d:0xf2949bb10cefaef8,,
Strøm,,https://www.google.com/maps/place/Str%C3%B8m/data=!4m2!3m1!1s0x4652530e4f9f66ef:0x1240647ff62b68a4,,
studio x kitchen,,https://www.google.com/maps/place/studio+x+kitchen/data=!4m2!3m1!1s0x4652531aed91d959:0x66ae5e9f8f10b75c,,
Sult,,https://www.google.com/maps/place/Sult/data=!4m2!3m1!1s0x4652531a150efe23:0x7b518c9d1fee5691,,
Tandoori Masala,,https://www.google.com/maps/place/Tandoori+Masala/data=!4m2!3m1!1s0x4652530756cd09cf:0x818af6ee22d52816,,
The Artisan,,https://www.google.com/maps/place/The+Artisan+Copenhagen/data=!4m2!3m1!1s0x46525315e7a59919:0x9176f2485e069ac5,,
The Happiness Museum,,https://www.google.com/maps/place/The+Happiness+Museum/data=!4m2!3m1!1s0x465253ea82a29b47:0x70c8195bfc0e4693,,
The Hill House Museum,,https://www.google.com/maps/place/The+Hill+House+Museum/data=!4m2!3m1!1s0x4652539a07e89d73:0x286b51e42c2bdf52,,
The Sixteen Twelve,,https://www.google.com/maps/place/The+Sixteen+Twelve/data=!4m2!3m1!1s0x465253996115ee63:0xe0c6534cfaf49399,,
THE SPOT,,https://www.google.com/maps/place/THE+SPOT/data=!4m2!3m1!1s0x465255bc1477c0c3:0xe8b41b9247ef9fb4,,
The Taj Take Away,,https://www.google.com/maps/place/The+Taj+Take+Away+%C3%98resundsvej/data=!4m2!3m1!1s0x4652514500e7cfef:0xf9adc40dc45a69,,
Tivoli Food Hall,,https://www.google.com/maps/place/Tivoli+Food+Hall/data=!4m2!3m1!1s0x46525312b21fff39:0x7ebaf693e5fc09b5,,
Tommi's Burger Joint,,https://www.google.com/maps/place/Tommi's+Burger+Joint+K%C3%B8dbyen/data=!4m2!3m1!1s0x46525311b33eedb7:0xb9e3acfe63e58e39,,
Torvehallerne,,https://www.google.com/maps/place/Torvehallerne/data=!4m2!3m1!1s0x465253051285311b:0x7374ede35ce9623b,,
Vega,,https://www.google.com/maps/place/Vega/data=!4m2!3m1!1s0x4652539e80687c13:0xf5202e524e3eb86f,,
Villette,,https://www.google.com/maps/place/Villette/data=!4m2!3m1!1s0x465253536aa12185:0x2a1cdb856354255b,,
Väkst,,https://www.google.com/maps/place/V%C3%A4kst/data=!4m2!3m1!1s0x4652530e5a618fbd:0x250f6d91452f2666,,
Wafu Ramen,,https://www.google.com/maps/place/Wafu+Ramen/data=!4m2!3m1!1s0x465253a48aeacb19:0x3b065e67267cac7e,,
Warpigs Brewpub,,https://www.google.com/maps/place/Warpigs+Brewpub/data=!4m2!3m1!1s0x46525373a478f7ad:0xf9643d7b32fac7c4,,
Wild Horses,,https://www.google.com/maps/place/Wild+Horses/data=!4m2!3m1!1s0x46525307500db4e5:0xc27b896fbd1216e6,,
Wulff & Konstali,,https://www.google.com/maps/place/Wulff+%26+Konstali+-+Islands+Brygge/data=!4m2!3m1!1s0x4652536a3a2bee37:0x7ec6267fa1bbe18,,
Wulff & Konstali,,https://www.google.com/maps/place/Wulff+%26+Konstali+-+N%C3%B8rrebro/data=!4m2!3m1!1s0x4652538052ded825:0x7b5eee727a34a2ff,,
Ych!,,https://www.google.com/maps/place/Ych!/data=!4m2!3m1!1s0x4652539def7076a9:0xab989dd19841021,,
À Côté,,https://www.google.com/maps/place/%C3%80+C%C3%B4t%C3%A9/data=!4m2!3m1!1s0x465253dc2c902607:0xbf408f53d462b238,,
Ø12,,https://www.google.com/maps/place/%C3%9812+Coffee+%26+Eatery/data=!4m2!3m1!1s0x465253005dff5071:0x9814f111daa59fe8,,
Ørsted Ølbar,,https://www.google.com/maps/place/%C3%98rsted+%C3%98lbar/data=!4m2!3m1!1s0x4652530f47ad1921:0x5913881a8d8ec4,,
